,price
36392,1020
76438,4712
140657,1944
67762,408
133606,8165
39137,3345
36104,523
106602,7659
47136,3246
95440,722
5663,448
55020,2409
74635,7961
77627,1173
8100,3676
178887,473
11809,13681
90312,957
74314,10332
183497,7562
160074,3804
138721,1952
105217,5488
82789,719
33782,1767
20948,1122
122850,378
123307,4497
116839,14691
53709,6012
125305,8058
17857,670
101477,2908
130366,3668
90636,1772
162162,2874
157720,730
151863,6683
43809,573
48601,1141
113316,9448
133556,8194
176058,720
177498,658
59938,1607
122453,9503
153190,886
95343,548
175965,895
60659,7357
113174,5701
56999,4170
5988,2104
112885,777
89795,1614
26000,3790
107089,1431
126121,703
91861,424
9402,601
92862,3734
98348,3353
68348,14386
193533,13506
186723,4811
89102,1727
161203,435
118165,3808
172702,7553
123239,1209
14628,1581
101728,18107
168444,912
104120,673
85265,11226
45938,2535
48260,1094
170275,4956
5017,3354
167163,2572
135475,15746
57544,12502
79941,1389
30192,4256
183881,776
129026,17776
107771,3250
85017,751
45785,4816
44493,7287
48469,477
131607,3924
83967,1350
149720,1295
159600,6925
75589,791
107127,1786
134868,2475
141316,2753
5597,1735
34341,8498
56963,14945
112446,829
166857,1686
148971,6060
80263,742
35423,1585
14570,645
193389,15308
10296,3675
127099,1358
159720,9281
46573,6290
60403,696
25634,4004
87986,2251
140329,3856
178635,15499
147545,5217
16760,880
173759,5186
108686,9127
133510,2694
115455,3742
46716,2683
5050,827
50093,2826
95808,710
31050,6793
140288,7893
119764,13379
102880,583
12402,12390
158721,1624
141791,1148
33512,1232
70490,12829
161764,720
59516,1572
174317,7648
97192,591
13193,8346
158978,6856
19507,1251
108744,552
137323,4718
192901,854
132597,7190
67275,3009
159353,5661
98995,2167
99826,4136
172452,14351
141328,447
153529,956
147683,1607
177205,2757
56325,4170
52443,2364
26440,3902
60089,2024
101733,791
144455,2505
84244,805
38652,15887
16767,18275
163061,529
52204,3519
156865,3282
42568,4405
99978,776
189992,5488
81451,3751
162806,696
187979,912
170551,4704
36201,3690
95830,832
25650,505
26154,2064
143363,12378
120913,2375
130229,6025
177149,840
7784,1771
106657,1603
74453,675
30365,11248
70207,890
191133,1199
27429,2106
12679,3199
132046,1355
15455,1819
121232,2596
66156,15695
167437,3014
141024,523
181639,625
119625,2096
96742,5645
29854,5559
153481,449
103722,3423
162142,867
106330,6987
67949,2064
149433,11477
30364,12386
52492,4347
75186,2282
149385,2242
122614,10080
95969,17659
120921,4884
67564,16064
110848,2894
51253,765
33000,6987
144103,2382
12227,3398
102067,1431
115781,790
146488,18574
166587,382
120639,6291
21912,575
80982,1125
2512,943
48339,838
154712,2415
13859,7286
24887,1131
178059,8408
46371,11863
74658,725
24630,9545
9449,5584
47907,572
142727,619
72242,11360
4570,651
27785,7817
142111,4922
144749,12416
97127,2666
7197,11248
17918,2012
76788,3311
190966,9314
77760,605
116720,7177
138525,608
144334,3974
92971,2087
65638,6324
62607,2608
60563,942
67258,910
148250,765
116664,677
24914,2825
63642,914
35547,834
20121,1939
29367,3738
62909,3927
190372,11867
185821,15575
28831,3952
159697,4480
186851,2586
95516,17221
108644,8701
21071,950
137284,1787
10272,4238
160749,5262
175561,1371
171678,7087
46475,587
99747,1286
118292,5690
172198,17448
184899,2517
164645,1034
62778,4135
57956,535
79019,837
23178,1349
31489,3068
106993,1017
87755,4816
61134,2559
177979,855
193186,943
129822,8488
87393,6171
61282,650
164993,3400
153016,1056
98856,808
132156,864
6855,6246
156192,3750
191924,5710
16219,2266
181635,3163
95768,561
4476,14687
29652,18495
143090,3185
134144,4984
104000,6092
138599,2553
84480,3742
78033,3137
165720,8093
111033,4634
66445,3057
61265,4199
122659,2553
2998,10032
41482,1844
147130,6861
188737,878
83962,1068
118414,1835
4966,665
159832,999
162884,13659
120973,1743
29123,2821
35070,2753
12636,7421
170785,4550
85222,2550
102769,6313
3974,14588
15203,15303
153807,8381
31195,605
163555,658
142423,1662
100079,1649
1431,4730
120196,2968
67818,572
102181,8596
5493,5195
150193,1124
108497,4584
64578,1094
93829,4312
124007,3538
131129,778
42591,2511
179480,580
84545,6709
161446,947
179170,12929
157182,9959
74828,685
180059,515
60941,6587
116048,9368
46652,1970
137112,6973
107776,936
180918,2728
81141,1793
75449,4240
167506,3313
151389,1048
52723,4809
63253,2939
56042,984
127390,2929
175934,8212
82804,6945
10270,17433
23652,4879
38977,14691
147998,7775
163715,1385
107318,7723
45378,7451
30384,5356
36994,11795
100166,11756
103140,705
102210,5273
166402,3504
2838,2133
99039,3577
94203,1760
182511,12576
133007,1059
145414,3918
85694,1172
142718,918
106911,977
161356,957
70716,1785
11440,2536
33724,3562
133808,580
177905,1257
110884,2723
75664,17045
179291,2420
32261,852
177429,12308
56435,608
74916,17403
7045,3880
90439,1305
144932,18736
131625,545
23237,547
97807,549
105363,394
111713,14281
25402,3599
174042,12140
44890,626
3841,3130
71035,1662
85984,1793
53462,8574
146859,3121
164196,14646
29076,777
154921,732
37249,9160
89006,1423
76524,5533
113369,9474
75224,4129
149723,1128
166107,931
149571,765
3879,2940
12697,900
1745,852
121755,1656
128928,2862
145914,1097
39732,4839
150923,1555
91054,4229
10086,13043
8436,1061
70509,2593
59596,18028
155579,14674
92901,2203
191473,18276
125041,2780
172604,2086
73513,1266
143842,605
181417,1743
60399,536
147483,693
149874,4089
28897,740
90728,814
68024,9756
142675,2269
54888,720
118336,830
112092,1287
70600,1550
84624,14482
149058,675
165379,3093
152587,470
48762,2026
37471,537
96428,1744
131290,2901
174617,3741
105737,4269
133727,5407
115052,4455
138156,4483
127845,956
102755,680
72370,5416
135724,7289
169252,10728
82565,743
114496,2333
83299,12305
169020,5628
44407,1223
23430,10521
156182,13714
24236,5042
65179,758
26469,5751
81118,556
94200,3669
114163,477
30580,2043
162643,576
135171,5174
25649,2377
7131,4260
54086,401
178628,5937
158895,5551
7004,2206
37535,4370
25852,4242
104249,1061
71123,4969
75409,18445
18823,12175
164515,2107
18961,5515
24425,6738
168859,1681
24136,4461
100539,391
176448,2598
123761,7072
65121,4766
159319,2174
176666,911
64636,2042
181325,6806
96996,3018
4334,1206
54039,11719
87469,1263
146468,3561
185799,5082
15904,6458
36158,1176
93402,7107
139745,2354
83213,3036
98972,758
8826,3420
172680,803
15227,11716
82790,934
190351,4004
42898,909
91856,1356
123731,703
33580,767
56808,7378
20615,589
97561,2940
138383,18559
163975,1993
65035,471
100405,450
60477,1556
142475,12295
107725,1993
56005,4864
100877,13214
60666,9471
93445,12105
74975,2124
178645,3235
109883,680
190807,693
102373,491
5635,436
44656,979
7983,874
20519,10808
162509,1321
41417,3881
178147,1333
185364,2246
39211,789
139799,523
70856,3782
65316,636
106745,4072
87762,1170
116193,6774
142952,4126
127169,895
77185,818
38368,5988
154828,17073
26809,10711
186385,748
35776,3931
180556,1013
38634,7262
173994,2573
10114,1433
122618,734
29046,612
127422,968
175237,1326
96666,14790
47918,8637
83404,1240
172226,6889
186069,2396
126530,1555
41446,1362
114132,2120
34121,1546
30339,18507
130275,419
98156,1930
119492,1846
56739,446
22743,5063
78243,6202
87787,854
41815,7027
55713,4730
116632,2344
82159,743
133074,4476
169839,765
54325,2834
30737,854
103870,1034
31152,468
90947,3250
57423,12403
91246,6562
47404,954
46865,1021
146932,2263
14426,2795
87957,1615
79384,6676
192779,5645
144574,4260
35702,9240
148157,624
115742,832
96993,18394
161341,868
137477,2256
10133,6504
80528,17143
75036,1662
35120,13068
50546,4785
163806,1993
78727,3207
55810,1744
176194,3625
121529,911
177041,526
49409,3888
124679,4229
133206,2335
147536,12621
179609,18371
33103,3678
148471,13993
118778,835
107163,1629
75103,2117
146714,1963
57304,2136
184437,4643
157153,1312
178247,6659
22991,6937
61489,2329
63004,8442
140813,2441
110406,1662
63843,2999
61049,998
187474,566
66760,1781
70679,6559
638,2578
179469,8075
86624,1942
110937,557
43086,648
70585,4515
111414,8866
73269,4488
56467,4959
92799,4909
26221,2345
103434,3394
118469,610
151343,5301
138519,464
100368,4201
68917,5519
93366,622
28239,790
176011,6371
159282,2516
23306,698
82083,16300
54971,1123
38872,534
46696,12610
126226,1934
185183,608
143751,16383
145400,1063
137871,2691
125496,4534
100784,5461
60631,2691
141902,391
174172,1276
100578,7141
10515,921
141320,911
130204,698
107277,4306
46606,2469
34407,3299
76910,17746
42851,1662
101085,1013
63305,637
112385,528
76607,4478
7509,4443
130126,579
41585,13196
112312,2670
59273,13043
188582,820
113927,2377
49545,1295
33699,1289
40167,1197
79149,8357
177361,1345
127059,1621
69550,2940
53318,7333
41576,6290
122474,8743
5566,830
55149,6062
105912,1031
71038,10019
156018,1395
11357,4125
177327,4269
141840,17095
23100,5374
76935,1929
22231,596
175448,781
176848,1926
85275,2753
75348,1920
16263,1103
7034,618
38570,4440
42354,3950
22357,878
53509,1786
112000,1170
161431,540
3217,734
65711,1375
64766,4851
79072,5308
185021,8470
52082,3795
167354,1822
744,3992
156535,816
81434,2729
55569,7340
93039,1265
189812,2158
11845,6896
166359,509
191373,838
30497,4578
168898,960
4944,14199
164898,1184
3255,9930
44791,3443
146498,2290
146746,12271
55820,1192
157871,4989
99878,1113
146079,7276
107845,720
187062,983
154506,626
63058,5538
86991,956
88047,9664
68759,846
86849,10588
174906,5015
146584,680
1927,773
121638,928
161687,961
57352,421
37256,4149
187867,4209
185980,5112
58933,7311
144776,4859
139130,1668
100146,854
12521,2241
136762,2547
173011,11194
111113,2717
176244,4851
132673,5855
116815,2333
122963,5055
7855,6214
122641,6400
99895,2066
111559,992
64277,1928
25090,9209
153792,5653
3244,4482
153399,1179
119645,8321
34307,14779
123780,12105
69498,800
120045,7468
164689,12100
77354,4381
10022,1068
88327,8044
82368,1878
112448,746
122722,5787
1304,2958
14546,899
34001,3325
143064,4242
187449,8820
122416,6525
165822,1815
193196,988
424,3730
49647,2596
17910,1448
69654,3679
27648,491
164649,1053
155346,1722
28517,6928
32171,10130
70883,447
138078,475
85261,555
142324,6746
83748,1224
65572,1812
1208,8319
109507,2634
23867,630
166967,10424
175457,2442
192643,11477
124281,647
115402,4880
122636,4303
109715,3624
98415,760
145316,530
119522,1448
95153,1577
133001,909
106075,8448
112696,15579
76230,1737
11780,3357
189181,2361
117296,3167
65125,4156
11320,6709
22966,566
171003,1107
95654,3389
81850,17778
37336,8107
127148,8299
87646,14319
173470,3054
132919,596
881,3703
15615,884
34956,612
193335,4884
58642,4686
5257,2822
17330,791
2781,811
155162,635
70639,2459
84097,830
68096,1020
174709,487
28394,1230
9551,837
530,605
158337,473
23022,4619
33677,5702
83682,828
148865,1780
190284,631
45200,2125
78647,12738
183780,2770
9940,5050
151136,5113
140707,600
108853,10769
40024,1346
95977,1190
115428,2812
8645,4588
1833,11138
4753,1223
109786,3176
144763,9498
43341,2066
70408,439
177887,799
182728,12991
158027,10879
67008,11161
143703,1031
44514,18445
41986,575
170532,791
151015,1103
25247,14165
129189,5620
193497,758
41430,638
38082,575
123651,544
192138,9169
108763,2988
5560,984
178483,2366
51188,15840
111073,436
13188,7485
90060,1388
45099,441
76982,1605
31516,1249
98115,9729
5136,4830
96988,4323
41514,13599
97481,18766
165280,1177
60878,4914
13714,369
182211,730
180747,1415
12473,530
189144,2444
16127,5690
189177,795
191357,1590
114952,5386
44700,1034
107904,673
78363,995
45101,761
192516,1251
74797,587
189512,2376
60693,6504
162423,6504
120773,4504
55871,13950
80260,16512
45039,4401
108501,552
48575,4060
97409,3170
72623,1323
112491,625
69678,1101
40517,1015
114773,942
183565,2073
67982,531
155761,3724
82331,13132
188804,698
31459,4956
69776,6530
57965,4702
47953,2303
31028,698
144839,844
178816,6095
107240,886
85000,5839
90218,833
182759,2423
66851,2292
78254,2379
9223,5279
80539,7695
174263,2401
10352,1787
106378,1641
146696,3696
71255,16805
94135,762
116853,2699
154440,911
14909,1262
1046,11268
121739,4986
182909,7685
147036,6733
95881,447
14941,4093
184273,3435
58293,4707
163310,687
126800,2716
132844,12152
81204,5478
175515,1690
112894,2141
56188,7472
23902,936
1287,6998
69484,12098
101494,18508
111595,7885
155608,8138
47582,2872
9096,8481
159500,2264
114759,6073
23358,432
44785,2415
5239,2351
12987,3265
148616,3130
166078,752
45161,2184
143111,2362
61377,673
66741,863
190699,4642
66097,1294
125451,638
128424,558
164364,9005
91450,617
123355,645
160624,2166
141749,708
189445,802
57899,6213
105076,4933
86390,493
75535,7483
145872,2333
50368,2365
3825,4463
20150,6596
155791,1583
814,4391
171030,959
185040,1448
139968,589
10011,9452
172311,9263
21500,774
146142,12060
74072,815
48967,4685
90568,1259
8977,5301
68590,2331
39685,853
164704,844
66421,1166
39056,5430
116903,18757
39177,5331
103578,1878
112833,1402
183225,852
61788,3276
169914,3737
65377,454
18088,4654
38526,1114
111151,1786
96429,3114
2355,8658
143416,2290
151479,8662
110363,12146
50426,6052
163599,1886
8912,3200
149063,1124
30568,5661
190935,433
167816,9845
78156,4093
95117,914
188237,5786
154531,4849
103127,4853
57402,7422
51425,840
38795,8010
156454,3721
177632,2860
92656,401
79570,608
94437,6181
129169,1662
84079,4413
152625,1997
126328,587
67107,593
9102,3500
129282,4513
81234,1053
158727,4066
104014,2612
76820,1069
164041,5515
147078,9032
122342,610
130293,5445
18458,2386
159397,1607
156287,6987
24718,5182
185,5584
94368,2797
174646,6084
133878,3300
151881,2654
11850,615
106753,6098
89410,10572
113846,6400
2202,4372
3477,4764
12460,612
128872,2003
155743,10365
139337,3576
125850,2137
15628,1268
124147,639
77585,5855
63271,1320
144848,995
2080,15984
16868,4504
152395,631
185134,1654
33743,498
173384,1240
175340,6085
109023,2320
80800,15840
141544,3519
13898,877
190796,709
75427,2856
188128,1656
116721,16941
67986,13006
1504,4619
3768,2367
94324,544
170830,1240
96093,2559
161071,2473
175648,1786
46545,914
142876,4625
153191,5320
145384,1369
25412,1323
149829,720
102433,4989
134599,3294
29949,11262
141112,2005
148259,6150
79766,16915
15213,1385
5193,5777
170134,4136
43638,6449
147563,10619
132192,739
171435,596
109865,3167
22593,863
189354,3211
109490,2444
38599,477
87750,6181
90214,6012
42926,3920
34551,4672
103412,2797
169449,1563
94138,10019
72131,640
192201,761
91810,8861
151321,18515
150695,5463
60598,916
19307,827
77148,3790
125143,2753
29144,4373
121992,2298
90853,1789
65729,2063
192377,2818
152392,1397
183784,8413
108064,968
26576,652
97816,1451
109537,6603
55998,1139
51697,3573
150184,4672
118411,971
82021,593
4486,1944
88304,850
10019,1551
13936,489
20080,2382
180203,2496
11675,1652
193008,1582
108877,15939
141234,11389
169795,4059
77264,367
149353,6854
111466,4585
36258,574
50400,1550
93391,3235
167889,956
90159,5736
54457,539
48865,11427
90351,12681
108508,876
13219,993
169924,558
114067,4244
127976,7986
93120,626
39720,14945
82787,5748
51599,1700
191406,574
36764,7362
191146,862
78579,1235
128574,5908
66761,829
178393,2398
109844,813
28087,2448
89928,4580
96342,1181
159636,6653
171648,2423
119229,15528
116668,432
21037,1279
152352,1893
71082,773
175415,1207
91612,1035
23390,2582
24737,4189
96777,2262
88291,5384
4574,8810
84752,945
116814,9013
57557,10090
20905,1194
44389,6539
86290,5780
174613,3053
52906,12308
45909,2913
159501,578
143128,4939
61775,4363
393,1040
139859,6532
47059,3267
181516,591
27182,2821
66403,936
57602,3991
96537,12338
98737,574
126170,2962
82273,587
80225,2107
108724,574
98908,1102
145120,521
148044,10283
133846,1851
180447,492
156778,7553
140752,7813
183386,6999
19576,6027
134643,5612
122942,1792
161549,4269
88590,4284
187050,1712
83744,1067
95201,5073
167858,4044
112692,489
51268,1255
17423,559
91368,1017
173367,4453
6185,6512
61922,1199
24583,907
120019,1621
124135,4929
15412,4620
167798,2178
151391,1113
10282,4165
24866,816
76150,3353
73170,9171
64927,1438
98844,3576
121359,1293
156237,2522
102263,1746
171323,894
143499,3669
91671,2012
76377,2479
111686,4375
104968,430
115475,559
166153,754
120611,4892
135390,3950
63518,3145
16265,7027
132047,2027
95373,1227
186302,9467
178234,918
30579,487
138890,921
50908,525
161355,582
77656,730
149080,1115
113858,984
80882,605
167030,384
133704,918
131432,10446
132044,9310
85662,4726
48106,5297
15793,623
162883,7673
187632,5219
108871,7806
185808,6335
110380,494
72575,2422
17111,11508
171906,4360
69432,10691
60796,1815
31854,11161
71445,1401
131195,1053
83325,900
158996,5950
117118,14037
104894,3164
125312,9298
21094,982
33937,1044
108798,5405
71632,8716
34536,694
89017,877
10219,943
180771,2268
183681,5538
107739,1425
66988,7911
71192,737
187042,1698
71918,6442
149711,2473
101110,1901
166521,1612
184190,11209
176368,3267
183809,741
59870,4872
148017,16210
143954,4525
152050,1107
126892,4425
79714,6656
20497,4189
135105,11830
26447,10286
107596,7881
146845,1840
65671,789
104381,12012
45420,1079
94325,943
44764,707
175899,683
38624,708
24336,12707
134016,1607
55214,4034
97739,10769
82418,9625
136537,1723
141296,706
161961,2788
158542,450
88232,876
48709,1636
54820,1094
179946,1410
187008,4724
26622,971
101541,1783
124939,463
54288,914
36023,1388
173154,1038
60506,967
112016,8203
47342,1114
101564,12342
149985,605
15105,17024
121869,561
79946,521
59615,910
43118,3738
83220,523
179167,1263
186263,3053
12018,1637
173947,596
87777,3384
12685,876
104365,672
11399,1015
54112,4331
44191,4824
152775,827
193441,2081
168482,1013
118177,879
122547,4816
60784,3763
38655,3061
99821,1948
143043,3380
14538,2163
128357,727
176232,17784
67916,1596
1236,2520
172413,6121
127240,12587
28725,658
164411,5988
136476,4323
40533,6216
101345,8858
9133,9980
41835,1746
88898,3183
63184,1087
144289,1441
189477,589
181402,2826
155525,1008
193370,7848
179376,5144
161947,980
108863,3756
97753,4077
167564,3036
124438,11088
98329,5644
151074,3343
17400,7148
21734,7367
